Time;Voltage;Current;T1;T2
3911;3999;1004;29.550226;32.585716
3912;4001;997;29.550226;32.611443
3913;3999;1005;29.576868;32.611443
3914;3999;1003;29.576868;32.611443
3915;4001;997;29.576868;32.585716
3916;3999;1002;29.60354;32.585716
3917;3999;998;29.550226;32.585716
3918;3999;996;29.550226;32.585716
3919;4001;1002;29.550226;32.585716
3920;4001;996;29.550226;32.56002
3921;3999;1003;29.523523;32.585716
3922;4001;997;29.550226;32.585716
3923;4001;996;29.550226;32.56002
3924;4001;1003;29.576868;32.585716
3925;4004;999;29.550226;32.585716
3926;4001;1004;29.550226;32.585716
3927;4001;996;29.523523;32.56002
3928;4004;996;29.523523;32.56002
3929;4001;1002;29.496851;32.56002
3930;4001;995;29.496851;32.534325
3931;4004;997;29.470148;32.534325
3932;4004;1004;29.496851;32.56002
3933;4004;998;29.470148;32.56002
3934;4001;996;29.496851;32.534325
3935;4001;1003;29.496851;32.585716
3936;4004;996;29.470148;32.534325
3937;4006;1004;29.496851;32.585716
3938;4006;996;29.443445;32.56002
3939;4004;1002;29.496851;32.56002
3940;4004;996;29.470148;32.585716
3941;4004;996;29.470148;32.534325
3942;4004;1004;29.470148;32.56002
3943;4004;996;29.470148;32.56002
3944;4004;1004;29.470148;32.56002
3945;4004;997;29.470148;32.534325
3946;4004;996;29.470148;32.534325
3947;4008;1002;29.470148;32.56002
3948;4008;996;29.470148;32.534325
3949;4006;1003;29.496851;32.534325
3950;4006;996;29.496851;32.534325
3951;4006;997;29.496851;32.534325
3952;4006;1004;29.523523;32.56002
3953;4008;996;29.496851;32.534325
3954;4006;1002;29.496851;32.56002
3955;4008;996;29.496851;32.534325
3956;4008;1004;29.470148;32.56002
3957;4006;995;29.470148;32.534325
3958;4006;1003;29.443445;32.56002
3959;4008;996;29.416712;32.56002
3960;4008;1005;29.416712;32.534325
3961;4008;996;29.416712;32.534325
3962;4008;996;29.416712;32.56002
3963;4008;1004;29.416712;32.534325
3964;4008;997;29.390009;32.534325
3965;4008;1002;29.416712;32.56002
3966;4008;996;29.416712;32.534325
3967;4008;996;29.416712;32.534325
3968;4008;1002;29.443445;32.534325
3969;4008;995;29.416712;32.534325
3970;4008;1002;29.443445;32.56002
3971;4008;1003;29.443445;32.56002
3972;4008;997;29.390009;32.534325
3973;4008;1003;29.443445;32.56002
3974;4010;996;29.416712;32.534325
3975;4008;1002;29.443445;32.534325
3976;4010;997;29.416712;32.534325
3977;4008;1004;29.470148;32.534325
3978;4013;996;29.443445;32.508568
3979;4010;1002;29.443445;32.534325
3980;4010;1002;29.443445;32.534325
3981;4010;996;29.443445;32.534325
3982;4010;1003;29.443445;32.508568
3983;4010;996;29.443445;32.534325
3984;4010;1002;29.443445;32.56002
3985;4010;996;29.470148;32.508568
3986;4013;1005;29.470148;32.534325
3987;4013;996;29.470148;32.534325
3988;4013;996;29.470148;32.508568
3989;4010;1002;29.470148;32.534325
3990;4013;996;29.470148;32.534325
3991;4013;1003;29.443445;32.508568
3992;4013;996;29.443445;32.534325
3993;4013;1004;29.470148;32.534325
3994;4013;996;29.470148;32.534325
3995;4010;1002;29.443445;32.534325
3996;4013;996;29.443445;32.534325
3997;4010;1002;29.443445;32.534325
3998;4013;996;29.443445;32.534325
3999;4015;996;29.470148;32.534325
4000;4013;1003;29.443445;32.534325
4001;4013;996;29.443445;32.508568
4002;4015;1004;29.470148;32.534325
4003;4013;996;29.443445;32.508568
4004;4013;1002;29.443445;32.534325
4005;4015;996;29.443445;32.534325
4006;4013;996;29.443445;32.534325
4007;4015;1002;29.443445;32.508568
4008;4015;996;29.416712;32.534325
4009;4013;1002;29.416712;32.508568
4010;4013;1003;29.443445;32.534325
4011;4015;996;29.416712;32.508568
4012;4013;1003;29.443445;32.508568
4013;4013;1002;29.443445;32.56002
4014;4017;995;29.443445;32.534325
4015;4015;1002;29.443445;32.534325
4016;4015;996;29.470148;32.56002
4017;4015;1002;29.496851;32.56002
4018;4015;1002;29.443445;32.534325
4019;4017;995;29.443445;32.534325
4020;4017;1003;29.470148;32.534325
4021;4017;1004;29.470148;32.534325
4022;4015;996;29.470148;32.508568
4023;4015;1002;29.443445;32.508568
4024;4017;995;29.470148;32.508568
4025;4017;995;29.443445;32.534325
4026;4017;1002;29.470148;32.534325
4027;4017;995;29.443445;32.508568
4028;4017;1002;29.443445;32.508568
4029;4017;1002;29.470148;32.534325
4030;4019;995;29.443445;32.534325
4031;4017;1002;29.443445;32.534325
4032;4017;996;29.443445;32.508568
4033;4017;1004;29.443445;32.482841
4034;4019;996;29.416712;32.534325
4035;4017;996;29.390009;32.534325
4036;4017;1002;29.443445;32.534325
4037;4017;996;29.416712;32.482841
4038;4017;1002;29.443445;32.482841
4039;4017;1002;29.416712;32.534325
4040;4019;995;29.416712;32.534325
4041;4019;1002;29.416712;32.508568
4042;4019;996;29.416712;32.508568
4043;4019;1003;29.443445;32.534325
4044;4022;997;29.416712;32.508568
4045;4019;1003;29.443445;32.534325
4046;4019;1003;29.416712;32.482841
4047;4022;997;29.416712;32.508568
4048;4019;1004;29.416712;32.508568
4049;4019;996;29.390009;32.508568
4050;4019;1002;29.443445;32.482841
4051;4019;995;29.443445;32.457085
4052;4019;996;29.416712;32.482841
4053;4022;1003;29.443445;32.508568
4054;4022;995;29.416712;32.482841
4055;4022;1002;29.416712;32.482841
4056;4022;996;29.443445;32.482841
4057;4022;1003;29.496851;32.508568
4058;4022;996;29.470148;32.508568
4059;4022;1005;29.470148;32.508568
4060;4022;1004;29.496851;32.508568
4061;4022;1002;29.443445;32.482841
4062;4022;998;29.470148;32.482841
4063;4022;1003;29.470148;32.508568
4064;4024;995;29.443445;32.508568
4065;4022;1002;29.470148;32.482841
4066;4024;996;29.443445;32.482841
4067;4022;1003;29.443445;32.508568
4068;4024;997;29.443445;32.508568
4069;4022;1002;29.443445;32.508568
4070;4024;996;29.443445;32.508568
4071;4024;995;29.443445;32.482841
4072;4022;1003;29.416712;32.482841
4073;4024;1004;29.443445;32.482841
4074;4022;996;29.443445;32.508568
4075;4022;1002;29.443445;32.508568
4076;4024;1002;29.416712;32.508568
4077;4024;995;29.416712;32.482841
4078;4024;1003;29.443445;32.508568
4079;4024;995;29.416712;32.508568
4080;4024;1002;29.416712;32.508568
4081;4026;996;29.390009;32.508568
4082;4024;1002;29.390009;32.482841
4083;4024;1002;29.390009;32.482841
4084;4028;996;29.390009;32.482841
4085;4026;1002;29.470148;32.482841
4086;4026;996;29.416712;32.482841
4087;4026;1003;29.416712;32.482841
4088;4026;996;29.416712;32.482841
4089;4024;1003;29.443445;32.482841
4090;4026;1003;29.416712;32.508568
4091;4026;996;29.390009;32.508568
4092;4026;1002;29.416712;32.482841
4093;4028;996;29.390009;32.482841
4094;4026;1002;29.416712;32.482841
4095;4026;1002;29.416712;32.508568
4096;4026;995;29.390009;32.482841
4097;4026;1002;29.390009;32.508568
4098;4026;996;29.390009;32.482841
4099;4028;1004;29.416712;32.482841
4100;4026;1001;29.390009;32.508568
4101;4026;1001;29.416712;32.508568
4102;4026;994;29.416712;32.482841
4103;4028;1001;29.416712;32.508568
4104;4028;1001;29.443445;32.482841
4105;4028;995;29.443445;32.482841
4106;4026;1002;29.443445;32.508568
4107;4028;994;29.443445;32.482841
4108;4028;996;29.443445;32.482841
4109;4028;1001;29.443445;32.508568
4110;4026;994;29.443445;32.482841
4111;4028;995;29.443445;32.508568
4112;4028;1000;29.443445;32.482841
4113;4030;995;29.416712;32.482841
4114;4028;995;29.443445;32.457085
4115;4030;997;29.390009;32.482841
4116;4028;1001;29.390009;32.482841
4117;4030;995;29.390009;32.482841
4118;4030;1002;29.390009;32.457085
4119;4028;1002;29.416712;32.482841
4120;4030;996;29.390009;32.482841
4121;4030;1002;29.390009;32.508568
4122;4030;994;29.390009;32.482841
4123;4028;1002;29.390009;32.482841
4124;4030;996;29.390009;32.482841
4125;4030;1003;29.390009;32.457085
4126;4030;996;29.390009;32.457085
4127;4030;1003;29.390009;32.457085
4128;4030;1002;29.390009;32.482841
4129;4033;994;29.390009;32.482841
4130;4030;1002;29.390009;32.457085
4131;4035;996;29.390009;32.457085
4132;4030;1001;29.416712;32.482841
4133;4033;995;29.416712;32.457085
4134;4030;1002;29.416712;32.482841
4135;4030;996;29.416712;32.457085
4136;4033;1000;29.443445;32.482841
4137;4033;1002;29.443445;32.482841
4138;4033;996;29.416712;32.457085
4139;4033;1001;29.390009;32.482841
4140;4033;995;29.416712;32.457085
4141;4035;1002;29.390009;32.482841
4142;4033;995;29.416712;32.482841
4143;4033;1001;29.416712;32.457085
4144;4033;1003;29.416712;32.457085
4145;4035;995;29.390009;32.457085
4146;4035;1001;29.390009;32.457085
4147;4033;1000;29.363245;32.431358
4148;4033;1002;29.390009;32.431358
4149;4035;1000;29.390009;32.431358
4150;4035;1002;29.390009;32.457085
4151;4035;997;29.390009;32.431358
4152;4033;1001;29.390009;32.457085
4153;4035;994;29.336512;32.431358
4154;4037;1001;29.336512;32.431358
4155;4035;1001;29.363245;32.431358
4156;4035;995;29.363245;32.405602
4157;4035;995;29.390009;32.405602
4158;4035;995;29.363245;32.405602
4159;4035;1002;29.390009;32.431358
4160;4035;994;29.336512;32.405602
4161;4035;996;29.363245;32.431358
4162;4035;1002;29.390009;32.431358
4163;4035;995;29.390009;32.431358
4164;4035;1001;29.390009;32.431358
4165;4037;995;29.363245;32.431358
4166;4035;1001;29.390009;32.482841
4167;4037;995;29.390009;32.457085
4168;4035;1002;29.416712;32.457085
4169;4037;1002;29.443445;32.457085
4170;4037;994;29.416712;32.457085
4171;4037;1001;29.443445;32.457085
4172;4037;994;29.416712;32.431358
4173;4037;994;29.443445;32.431358
4174;4037;995;29.470148;32.431358
4175;4039;1001;29.416712;32.379814
4176;4037;995;29.443445;32.431358
4177;4037;1001;29.443445;32.405602
4178;4037;1002;29.416712;32.431358
4179;4039;994;29.416712;32.431358
4180;4039;1001;29.416712;32.431358
4181;4039;995;29.390009;32.405602
4182;4039;1000;29.416712;32.431358
4183;4037;1002;29.416712;32.431358
4184;4039;1001;29.390009;32.405602
4185;4039;1002;29.416712;32.431358
4186;4039;1000;29.416712;32.405602
4187;4039;1001;29.390009;32.457085
4188;4039;993;29.416712;32.431358
4189;4039;1003;29.416712;32.431358
4190;4039;1002;29.390009;32.457085
4191;4039;1002;29.363245;32.482841
4192;4039;1002;29.390009;32.482841
4193;4039;994;29.390009;32.431358
4194;4039;994;29.416712;32.431358
4195;4042;996;29.390009;32.431358
4196;4039;1002;29.443445;32.431358
4197;4042;1003;29.416712;32.431358
4198;4039;995;29.416712;32.405602
4199;4042;1002;29.416712;32.431358
4200;4042;994;29.416712;32.405602
4201;4042;1001;29.390009;32.405602
4202;4042;1001;29.443445;32.431358
4203;4042;996;29.443445;32.405602
4204;4042;1002;29.443445;32.405602
4205;4042;1002;29.416712;32.405602
4206;4042;1001;29.443445;32.405602
4207;4042;994;29.416712;32.405602
4208;4044;996;29.416712;32.379814
4209;4044;995;29.390009;32.405602
4210;4042;1002;29.416712;32.405602
4211;4044;995;29.416712;32.405602
4212;4044;1001;29.443445;32.431358
4213;4039;1002;29.496851;32.431358
4214;4044;994;29.523523;32.431358
4215;4042;995;29.550226;32.431358
4216;4044;994;29.496851;32.431358
4217;4044;1003;29.523523;32.457085
4218;4044;1001;29.496851;32.457085
4219;4044;1001;29.470148;32.431358
4220;4044;1001;29.496851;32.431358
4221;4044;1002;29.470148;32.457085
4222;4044;995;29.496851;32.431358
4223;4042;1002;29.470148;32.457085
4224;4044;993;29.416712;32.431358
4225;4044;994;29.470148;32.431358
4226;4044;1001;29.470148;32.405602
4227;4046;993;29.416712;32.405602
4228;4044;1001;29.443445;32.405602
4229;4048;994;29.416712;32.379814
4230;4046;1001;29.443445;32.379814
4231;4044;1000;29.416712;32.405602
4232;4046;994;29.443445;32.405602
4233;4046;1002;29.443445;32.431358
4234;4048;1001;29.443445;32.457085
4235;4046;1000;29.443445;32.431358
4236;4046;994;29.443445;32.457085
4237;4048;1002;29.443445;32.431358
4238;4048;1001;29.443445;32.405602
4239;4046;994;29.470148;32.431358
4240;4046;1000;29.496851;32.379814
4241;4046;993;29.496851;32.379814
4242;4048;1001;29.496851;32.32827
4243;4048;995;29.470148;32.405602
4245;4046;993;29.470148;32.379814
4246;4046;993;29.496851;32.405602
4247;4048;993;29.496851;32.379814
4249;4048;1000;29.523523;32.405602
4250;4048;995;29.470148;32.379814
4251;4048;993;29.470148;32.431358
4253;4048;1002;29.496851;32.431358
4254;4048;1001;29.496851;32.457085
4255;4048;1001;29.470148;32.431358
4256;4048;1002;29.443445;32.431358
4257;4048;993;29.470148;32.405602
4258;4048;1007;29.470148;32.431358
4259;4048;1001;29.443445;32.431358
4260;4051;1001;29.416712;32.431358
4261;4048;995;29.443445;32.457085
4262;4048;1000;29.416712;32.431358
4263;4051;1001;29.416712;32.431358
4264;4051;1002;29.416712;32.457085
4265;4051;993;29.416712;32.431358
4266;4051;1001;29.416712;32.431358
4267;4048;993;29.443445;32.431358
4268;4051;1002;29.443445;32.431358
4269;4051;994;29.443445;32.431358
4270;4051;1001;29.443445;32.431358
4271;4051;1000;29.443445;32.405602
4272;4051;993;29.443445;32.405602
4273;4053;994;29.443445;32.431358
4274;4051;1001;29.496851;32.431358
4275;4053;993;29.523523;32.431358
4276;4051;993;29.550226;32.431358
4277;4053;999;29.576868;32.405602
4278;4053;1006;29.576868;32.431358
4279;4053;1001;29.550226;32.405602
4280;4053;1006;29.576868;32.405602
4281;4055;999;29.576868;32.405602
4282;4055;1007;29.60354;32.405602
4283;4055;1000;29.656824;32.405602
4284;4053;1000;29.656824;32.405602
4285;4053;1001;29.683466;32.405602
4286;4055;1007;29.710077;32.405602
4287;4053;1007;29.736689;32.431358
4288;4053;1000;29.736689;32.431358
4289;4055;1000;29.736689;32.405602
4290;4053;1000;29.7633;32.379814
4291;4053;1001;29.7633;32.354057
4292;4055;1000;29.736689;32.379814
4293;4057;1002;29.736689;32.379814
4294;4055;1000;29.7633;32.379814
4295;4055;999;29.7633;32.354057
4296;4055;1000;29.710077;32.354057
4297;4055;1006;29.7633;32.354057
4298;4055;1000;29.736689;32.379814
4299;4055;1000;29.710077;32.379814
4300;4055;993;29.710077;32.354057
4301;4055;1002;29.710077;32.354057
4302;4057;1000;29.683466;32.354057
4303;4055;994;29.683466;32.354057
4304;4057;993;29.710077;32.354057
4305;4057;1002;29.710077;32.32827
4306;4057;1001;29.683466;32.32827
4307;4057;1001;29.683466;32.354057
4308;4055;993;29.710077;32.379814
4309;4057;1000;29.683466;32.354057
4310;4055;1001;29.710077;32.354057
4311;4057;993;29.710077;32.32827
4312;4057;1002;29.7633;32.379814
4313;4057;999;29.710077;32.32827
4314;4057;993;29.7633;32.379814
4315;4057;1002;29.7633;32.379814
4316;4057;1007;29.789881;32.405602
4317;4057;993;29.7633;32.405602
4318;4057;993;29.7633;32.405602
4319;4060;999;29.7633;32.405602
4320;4060;1003;29.7633;32.405602
4321;4057;1002;29.736689;32.405602
4322;4060;1006;29.7633;32.405602
4323;4060;1000;29.736689;32.405602
4324;4060;1000;29.710077;32.405602
4325;4057;1002;29.736689;32.405602
4326;4060;1000;29.736689;32.379814
4327;4060;993;29.736689;32.379814
4328;4060;993;29.710077;32.354057
4329;4060;1000;29.7633;32.379814
4330;4060;999;29.7633;32.379814
4332;4060;999;29.736689;32.379814
4333;4060;1001;29.7633;32.405602
4334;4062;999;29.736689;32.379814
4335;4062;994;29.736689;32.379814
4336;4060;1000;29.7633;32.354057
4337;4062;1001;29.7633;32.405602
4338;4062;1000;29.710077;32.405602
4339;4060;1000;29.7633;32.405602
4340;4062;1009;29.736689;32.405602
4341;4060;993;29.710077;32.405602
4342;4062;1000;29.683466;32.405602
4343;4062;1000;29.710077;32.405602
4344;4062;1000;29.683466;32.379814
4345;4064;999;29.683466;32.379814
4346;4062;1000;29.683466;32.379814
4347;4062;999;29.656824;32.379814
4348;4062;994;29.656824;32.379814
4349;4062;1006;29.576868;32.379814
4350;4064;1001;29.550226;32.379814
4351;4064;1007;29.550226;32.32827
4352;4062;1000;29.550226;32.379814
4353;4062;1000;29.576868;32.405602
4354;4062;993;29.550226;32.379814
4355;4064;1007;29.550226;32.379814
4356;4064;999;29.550226;32.405602
4357;4064;1000;29.550226;32.405602
4358;4064;993;29.523523;32.405602
4359;4064;999;29.550226;32.405602
4360;4064;1009;29.550226;32.354057
4361;4066;999;29.550226;32.354057
4362;4064;999;29.496851;32.379814
4363;4064;999;29.523523;32.379814
4364;4064;1006;29.550226;32.379814
4365;4064;1002;29.496851;32.379814
4366;4064;999;29.496851;32.379814
4367;4066;999;29.523523;32.379814
4368;4066;1006;29.496851;32.379814
4369;4064;1000;29.496851;32.379814
4370;4066;1007;29.496851;32.379814
4371;4064;999;29.443445;32.32827
4372;4066;999;29.470148;32.302483
4373;4066;999;29.470148;32.354057
4374;4066;993;29.470148;32.379814
4375;4066;1000;29.470148;32.379814
4376;4066;1000;29.470148;32.354057
4377;4066;993;29.470148;32.354057
4378;4066;1000;29.443445;32.354057
4379;4066;993;29.443445;32.379814
4380;4066;1001;29.470148;32.354057
4381;4066;1006;29.443445;32.379814
4382;4066;999;29.443445;32.379814
4383;4068;1000;29.443445;32.379814
4384;4066;994;29.443445;32.354057
4385;4066;1009;29.443445;32.379814
4386;4068;999;29.443445;32.354057
4387;4066;999;29.443445;32.379814
4388;4071;1000;29.416712;32.379814
4389;4068;1006;29.416712;32.379814
4390;4068;1000;29.443445;32.354057
4391;4068;993;29.470148;32.379814
4392;4068;1009;29.443445;32.379814
4393;4068;993;29.443445;32.354057
4394;4068;1006;29.470148;32.379814
4395;4071;1000;29.443445;32.379814
4396;4071;1000;29.416712;32.405602
4397;4068;996;29.470148;32.379814
4398;4071;999;29.416712;32.379814
4399;4068;1001;29.443445;32.379814
4400;4068;999;29.443445;32.379814
4401;4071;999;29.443445;32.379814
4402;4071;1001;29.443445;32.32827
4403;4071;1000;29.416712;32.379814
4404;4068;993;29.416712;32.379814
4405;4071;1002;29.443445;32.354057
4406;4071;1000;29.416712;32.379814
4407;4071;993;29.416712;32.379814
4408;4071;1000;29.443445;32.379814
4409;4071;1001;29.390009;32.354057
4410;4071;1001;29.443445;32.379814
4411;4071;993;29.416712;32.379814
4412;4071;1002;29.416712;32.379814
4413;4071;999;29.416712;32.354057
4414;4071;1000;29.443445;32.354057
4415;4073;1007;29.416712;32.354057
4416;4071;1006;29.416712;32.379814
4417;4073;1006;29.416712;32.379814
4418;4073;1009;29.443445;32.354057
4419;4073;999;29.443445;32.379814
4420;4073;1006;29.443445;32.379814
4421;4073;1001;29.470148;32.379814
4422;4075;999;29.470148;32.379814
4423;4073;1005;29.470148;32.354057
4424;4073;1000;29.443445;32.379814
4425;4075;1000;29.496851;32.405602
4426;4075;1000;29.496851;32.379814
4427;4073;993;29.523523;32.354057
4428;4075;1001;29.523523;32.354057
4429;4075;993;29.550226;32.354057
4430;4075;1002;29.523523;32.379814
4431;4073;1000;29.496851;32.379814
4432;4075;999;29.523523;32.379814
4433;4073;1001;29.523523;32.379814
4434;4075;1000;29.550226;32.32827
4435;4075;999;29.523523;32.32827
4436;4075;1000;29.523523;32.32827
4437;4075;1000;29.523523;32.32827
4438;4075;1001;29.523523;32.354057
4439;4075;1006;29.523523;32.32827
4440;4075;1006;29.550226;32.354057
4441;4077;999;29.496851;32.32827
4442;4075;1006;29.523523;32.379814
4443;4077;999;29.496851;32.354057
4444;4077;999;29.523523;32.354057
4445;4075;994;29.523523;32.354057
4446;4077;1001;29.496851;32.354057
4447;4075;1009;29.496851;32.354057
4448;4077;992;29.496851;32.379814
4449;4080;1006;29.496851;32.379814
4450;4080;1001;29.496851;32.379814
4451;4077;1000;29.496851;32.405602
4452;4080;993;29.496851;32.379814
4453;4080;1006;29.496851;32.379814
4454;4080;1001;29.550226;32.379814
4455;4075;993;29.523523;32.32827
4456;4080;1007;29.550226;32.379814
4457;4080;1000;29.523523;32.354057
4458;4082;1008;29.550226;32.379814
4459;4080;1007;29.496851;32.354057
4460;4080;1000;29.523523;32.32827
4461;4082;999;29.523523;32.32827
4462;4080;1007;29.550226;32.379814
4463;4080;1001;29.496851;32.354057
4464;4080;1001;29.523523;32.354057
4465;4082;1000;29.496851;32.32827
4466;4080;1000;29.496851;32.32827
4467;4080;999;29.523523;32.32827
4468;4080;993;29.523523;32.32827
4469;4082;1000;29.550226;32.302483
4470;4080;999;29.496851;32.354057
4471;4082;1009;29.550226;32.32827
4472;4082;1007;29.550226;32.32827
4473;4082;1000;29.576868;32.32827
4474;4082;999;29.576868;32.32827
4475;4082;1006;29.60354;32.354057
4476;4082;1005;29.576868;32.354057
4477;4082;999;29.60354;32.32827
4478;4084;1006;29.60354;32.354057
4479;4082;999;29.60354;32.32827
4480;4084;1000;29.60354;32.354057
4481;4084;999;29.630182;32.32827
4482;4082;1000;29.630182;32.379814
4483;4082;1006;29.60354;32.379814
4484;4084;993;29.60354;32.354057
4485;4084;1000;29.60354;32.354057
4486;4084;999;29.576868;32.32827
4487;4084;1009;29.60354;32.354057
4488;4086;999;29.576868;32.379814
4489;4084;1005;29.576868;32.379814
4490;4084;999;29.576868;32.379814
4491;4084;1006;29.576868;32.379814
4492;4084;1000;29.576868;32.32827
4493;4084;1000;29.576868;32.379814
4494;4086;1001;29.60354;32.379814
4495;4084;1006;29.60354;32.354057
4496;4084;1007;29.60354;32.379814
4497;4089;1007;29.550226;32.379814
4498;4084;1007;29.550226;32.379814
4499;4086;1001;29.550226;32.354057
4500;4084;1005;29.550226;32.379814
4501;4086;999;29.576868;32.379814
4502;4086;1006;29.550226;32.379814
4503;4086;1005;29.550226;32.354057
4504;4086;999;29.550226;32.354057
4505;4089;999;29.523523;32.32827
4506;4089;999;29.550226;32.354057
4507;4086;1000;29.550226;32.354057
4508;4086;993;29.523523;32.354057
4509;4089;1001;29.523523;32.32827
4510;4086;1000;29.550226;32.354057
4511;4089;999;29.550226;32.354057
4512;4089;1007;29.550226;32.379814
4513;4089;999;29.496851;32.32827
4514;4089;999;29.550226;32.379814
4515;4089;999;29.550226;32.354057
4516;4089;999;29.550226;32.379814
4517;4089;1000;29.550226;32.379814
4518;4089;1000;29.550226;32.354057
4519;4089;1006;29.523523;32.379814
4520;4091;1000;29.550226;32.354057
4521;4091;993;29.550226;32.32827
4522;4091;1000;29.550226;32.354057
4523;4089;1001;29.550226;32.354057
4524;4091;1002;29.550226;32.302483
4525;4089;1000;29.550226;32.302483
4526;4091;999;29.496851;32.32827
4527;4091;1000;29.576868;32.32827
4528;4089;1002;29.576868;32.379814
4529;4089;999;29.550226;32.354057
4530;4093;994;29.523523;32.32827
4531;4091;1000;29.523523;32.32827
4532;4091;1008;29.523523;32.32827
4533;4091;1000;29.496851;32.354057
4534;4091;1000;29.496851;32.32827
4535;4091;1001;29.496851;32.354057
4536;4091;999;29.496851;32.32827
4537;4091;993;29.496851;32.32827
4538;4091;999;29.496851;32.32827
4539;4093;999;29.470148;32.302483
4540;4091;1006;29.496851;32.32827
4541;4091;992;29.470148;32.354057
4542;4091;1006;29.496851;32.32827
4543;4093;999;29.470148;32.32827
4544;4093;1006;29.470148;32.354057
4545;4093;1000;29.470148;32.32827
4546;4093;999;29.470148;32.354057
4547;4093;1008;29.443445;32.354057
4548;4093;999;29.470148;32.354057
4549;4093;999;29.496851;32.32827
4550;4093;1005;29.470148;32.354057
4551;4095;1005;29.470148;32.354057
4552;4091;999;29.443445;32.354057
4553;4095;1002;29.470148;32.32827
4554;4093;999;29.470148;32.354057
4555;4095;999;29.470148;32.354057
4556;4093;993;29.496851;32.379814
4557;4093;1005;29.470148;32.32827
4558;4093;1006;29.496851;32.354057
4559;4095;1007;29.496851;32.354057
4560;4093;999;29.496851;32.354057
4561;4095;1005;29.496851;32.32827
4562;4093;1007;29.523523;32.354057
4563;4095;999;29.523523;32.354057
4564;4095;1006;29.523523;32.354057
4565;4095;999;29.470148;32.354057
4566;4095;999;29.496851;32.32827
4567;4098;999;29.496851;32.354057
4568;4095;1001;29.496851;32.354057
4569;4095;999;29.496851;32.354057
4570;4098;1000;29.496851;32.32827
4571;4098;1006;29.496851;32.302483
4572;4095;1005;29.496851;32.32827
4573;4100;999;29.496851;32.32827
4574;4095;1006;29.470148;32.276695
4575;4098;999;29.470148;32.32827
4576;4098;999;29.496851;32.302483
4577;4098;999;29.470148;32.354057
4578;4098;1005;29.470148;32.32827
4579;4095;999;29.470148;32.32827
4580;4098;1006;29.470148;32.354057
4581;4098;992;29.470148;32.32827
4582;4098;999;29.470148;32.32827
4583;4098;999;29.496851;32.32827
4584;4098;998;29.470148;32.354057
4585;4098;999;29.443445;32.32827
4586;4098;1005;29.470148;32.354057
4587;4098;1005;29.470148;32.32827
4588;4100;999;29.496851;32.302483
4589;4100;999;29.470148;32.32827
4590;4100;1005;29.470148;32.302483
4591;4098;999;29.470148;32.302483
4592;4102;999;29.496851;32.302483
4593;4100;999;29.470148;32.32827
4594;4102;1001;29.496851;32.302483
4595;4100;999;29.496851;32.354057
4596;4100;1006;29.470148;32.32827
4597;4100;999;29.523523;32.32827
4598;4100;1006;29.523523;32.32827
4599;4100;1007;29.496851;32.32827
4600;4102;1006;29.523523;32.276695
4601;4102;1006;29.523523;32.302483
4602;4102;999;29.550226;32.302483
4603;4100;999;29.523523;32.32827
4604;4100;999;29.550226;32.302483
4605;4102;1005;29.470148;32.276695
4606;4102;999;29.496851;32.250877
4607;4104;1005;29.496851;32.276695
4608;4102;1006;29.470148;32.276695
4609;4102;998;29.443445;32.199272
4610;4102;999;29.443445;32.199272
4611;4102;1005;29.416712;32.22506
4612;4102;1000;29.390009;32.276695
4613;4102;998;29.416712;32.276695
4614;4102;998;29.416712;32.302483
4615;4104;998;29.390009;32.302483
4616;4102;998;29.363245;32.302483
4617;4102;999;29.416712;32.276695
4618;4102;1005;29.416712;32.302483
4619;4104;1004;29.390009;32.302483
4620;4104;1005;29.416712;32.302483
4621;4102;992;29.443445;32.302483
4622;4104;992;29.416712;32.302483
4623;4104;1000;29.416712;32.276695
4624;4104;1005;29.443445;32.302483
4625;4104;1005;29.470148;32.302483
4626;4104;997;29.443445;32.302483
4627;4104;1005;29.470148;32.302483
4628;4104;999;29.443445;32.302483
4629;4106;999;29.443445;32.302483
4630;4104;1004;29.443445;32.32827
4631;4104;991;29.363245;32.32827
4632;4104;1005;29.416712;32.32827
4633;4106;1005;29.416712;32.302483
4634;4106;1005;29.416712;32.276695
4635;4106;1005;29.416712;32.276695
4636;4106;1005;29.416712;32.250877
4637;4106;1001;29.416712;32.250877
4638;4106;998;29.416712;32.173424
4639;4106;1005;29.416712;32.22506
4640;4106;1005;29.443445;32.199272
4641;4109;1006;29.443445;32.250877
4642;4106;1006;29.416712;32.22506
4643;4109;1005;29.470148;32.22506
4644;4109;998;29.443445;32.22506
4645;4106;1006;29.443445;32.276695
4646;4109;999;29.390009;32.250877
4647;4106;999;29.443445;32.250877
4648;4109;998;29.416712;32.250877
4649;4109;1005;29.416712;32.276695
4650;4109;998;29.416712;32.276695
4651;4106;1006;29.443445;32.276695
4652;4109;999;29.443445;32.22506
4653;4109;999;29.443445;32.250877
4654;4109;998;29.443445;32.199272
4655;4109;999;29.470148;32.250877
4656;4109;1005;29.496851;32.250877
4657;4109;999;29.496851;32.276695
4658;4109;998;29.496851;32.250877
4659;4109;1004;29.496851;32.276695
4660;4109;992;29.523523;32.250877
4661;4111;1005;29.523523;32.199272
4662;4111;1008;29.550226;32.22506
4663;4111;999;29.523523;32.22506
4664;4111;1006;29.523523;32.22506
4665;4111;1005;29.550226;32.22506
4666;4111;999;29.523523;32.22506
4667;4111;1005;29.523523;32.250877
